,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71, ,,,,,71, ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
,,,,,1,3,,1,3,,1,3,,1,3,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,,3,,3,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,2.1.1.3.遊戲設計概論,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.2.1.1.機器人程式設計概論,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,71, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,2,1.1.1.1.程式設計實習（一）3,71, ,,,,2,2.1.1.3.網頁程式設計 3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2,1.1.1.2.計算機概論,,,,,,,,,,,,,,,,,,,,72, ,71, ,,,,,
