,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,72, ,,,,,,,,71, ,,,,,,,,,,45,,
,,,,,,,1,,,6,,,,,,,,,,72, ,,71, ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,1,3,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,3,71, ,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,1.1.1.1.C程式設計,,,,,,,,2,2.1.1.3.網頁程式設計 ,2,2.1.1.3.網頁程式設計 ,,,,,,,,,,,,,,71, ,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,4,71, ,,,,,,,,4,71, ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,3.1.1.1.微處理機系統3,,2,3.1.1.1.微處理機系統3,,3,,,,,,,,,,2,1.1.1.1.基礎電學,,,,,,,,,,,,,,,,,,,
,,,,2,1.1.1.2.計算機概論,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
