,,,,,1,3,,,1,3,,1,3,,3,6,11, 11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,,3,,,6,11, 11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11, ,
,,,,,,,,,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1.1.1.2.微積分,2,1.1.1.2.微積分,2,1.1.1.2.微積分,,1,3,,1,3,,,,6,11, 11, ,,,,,,,,,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,3,,,1,3,,1,3,,3,6,11, 11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2,3.1.1.1.作業系統概論,2,3.1.1.1.作業系統概論,,,3,,3,,3,,3,6,11, 11, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11, ,,,,,,,,,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1.1.1.1. 計算機概論,2,1.1.1.1. 計算機概論,2,1.1.1.1. 計算機概論,,1,3,,1,3,,,,6,11, 11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,2.1.1.1.邏輯電路,2,2.1.1.1.邏輯電路,,,,,,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,1,,,,11, ,,,,,,,,,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,3.1.1.3.物聯網概論,2,3.1.1.3.物聯網概論,,1,3,,1,3,,,,6,11, 11, ,,,,,,,,,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
