,,,,,1,7, ,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7, ,,,45,,
,,,,,,,,,,,,,,,,,,,,7, ,,,,,,,,,,,,,,,,,,,7, ,,,,,,45,,
,,,,,,,,,,,,,,,,,,7, ,,,,,,,,,7, ,,,,7, ,,,,,6,,,,,,7, ,,,,45,,
,,,,,,,,,6,,,,,,,,,,,,,,,7, ,,,,,,,,,,7, ,7, ,,,,7, ,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7, ,,,,,3,6,,7, ,,7, ,,,,,,,,,,,,,,,,,7, ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,7, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,7, ,,,6,,,,,,,,,,,,7, ,,,,7, ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2,1.1.1.2.計算機概論,,,,,,,7, ,,7, ,,,,,,,,,,,,,,,,,,,,,,,,,,
