,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7, ,,,,,3,,3,7, ,,,,7, ,,7, ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7, ,,7, ,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,7, ,,,7, ,,,,,7, ,,,,,,,,,,,,,,7, ,,,55,,
,,,,,,,,,,,,,,,,,,,7, ,7, ,,,,,,,7, ,,7, ,,,,,,,,,,,,,,,,55,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,7, ,4,,,,,,,7, ,,,,,,,,
,,,,,,,,,,,,,,,,7, ,,,,,,,,,,,,,,,,,,,,,7, ,,,,,,,,55,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,7, ,7, ,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,,1,,,,,,,,,,,,,,,,,,2,1.1.1.1.C程式設計,,,,7, ,7, ,,,,,7, ,,,,,,,,,,,,45,,
,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7, ,,,,,,,7, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.1.1.1.線性代數,,,,,,
,,,,,,,,,,,,,,,2,3.1.1.1.微處理機系統,,7, ,,,7, ,,,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.1.1.2.計算機概論,,,,,,,,
