,,,,,,,1,,1,,3,6,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,72, ,,,,,6,,,,,,,,,,,,,71, ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11, ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,,2,3.1.1.1.作業系統概論,,,,3,,2,2.2.1.3.機器人程式設計概論3,,2,2.2.1.3.機器人程式設計概論3,11, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,1.1.1.1. 計算機概論,,1,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,2.1.1.1.邏輯電路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,2.1.1.1. 資料結構（一）,2,2.1.1.1. 資料結構（一）,,1,,1,3,,,,6,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,6,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,3.1.1.3.物聯網概論,2,3.1.1.3.物聯網概論,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
