,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11, ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.1.1.1.C程式設計,,,,,2,1.1.1.1.C程式設計,,,,,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2,3.1.1.1.作業系統概論,,2,2.1.1.3.雲端計算概論,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71, ,,,,,,,,,,,71, ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.1.1.1. 計算機概論,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71, ,,,,,,71, ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
