,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,6,11, ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11, ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.2.1.1. OCE初階資料庫管理師認證4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.1.1.2.微積分,,,,,,,,,,,,,45,,
,,,,,,,1,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2,2.1.1.3.雲端計算概論,,,,,,,,,,,,,2,3.1.1.1.作業系統概論,2,3.1.1.1.作業系統概論,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.1.1.1.演算法,45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.1.1.1. 計算機概論,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11, ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71, ,,72, ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11, ,,,,,,,,,45,,
